Driver,session_id,season,Final_Race_Position
7,2021_12,2021,18.0
11,2021_12,2021,19.0
18,2021_12,2021,20.0
33,2021_13,2021,1.0
44,2021_13,2021,2.0
77,2021_13,2021,3.0
10,2021_13,2021,4.0
16,2021_13,2021,5.0
14,2021_13,2021,6.0
55,2021_13,2021,7.0
11,2021_13,2021,8.0
31,2021_13,2021,9.0
4,2021_13,2021,10.0
3,2021_13,2021,11.0
18,2021_13,2021,12.0
5,2021_13,2021,13.0
99,2021_13,2021,14.0
88,2021_13,2021,15.0
6,2021_13,2021,16.0
63,2021_13,2021,17.0
47,2021_13,2021,18.0
22,2021_13,2021,19.0
9,2021_13,2021,20.0
3,2021_14,2021,1.0
4,2021_14,2021,2.0
77,2021_14,2021,3.0
16,2021_14,2021,4.0
11,2021_14,2021,5.0
55,2021_14,2021,6.0
18,2021_14,2021,7.0
14,2021_14,2021,8.0
63,2021_14,2021,9.0
31,2021_14,2021,10.0
6,2021_14,2021,11.0
5,2021_14,2021,12.0
99,2021_14,2021,13.0
88,2021_14,2021,14.0
47,2021_14,2021,15.0
9,2021_14,2021,16.0
44,2021_14,2021,17.0
33,2021_14,2021,18.0
10,2021_14,2021,19.0
22,2021_14,2021,20.0
44,2021_15,2021,1.0
33,2021_15,2021,2.0
55,2021_15,2021,3.0
3,2021_15,2021,4.0
77,2021_15,2021,5.0
14,2021_15,2021,6.0
4,2021_15,2021,7.0
7,2021_15,2021,8.0
11,2021_15,2021,9.0
63,2021_15,2021,10.0
18,2021_15,2021,11.0
5,2021_15,2021,12.0
10,2021_15,2021,13.0
31,2021_15,2021,14.0
16,2021_15,2021,15.0
99,2021_15,2021,16.0
22,2021_15,2021,17.0
9,2021_15,2021,18.0
6,2021_15,2021,19.0
47,2021_15,2021,20.0
77,2021_16,2021,1.0
33,2021_16,2021,2.0
11,2021_16,2021,3.0
16,2021_16,2021,4.0
44,2021_16,2021,5.0
10,2021_16,2021,6.0
4,2021_16,2021,7.0
55,2021_16,2021,8.0
18,2021_16,2021,9.0
31,2021_16,2021,10.0
99,2021_16,2021,11.0
7,2021_16,2021,12.0
3,2021_16,2021,13.0
22,2021_16,2021,14.0
63,2021_16,2021,15.0
14,2021_16,2021,16.0
6,2021_16,2021,17.0
5,2021_16,2021,18.0
47,2021_16,2021,19.0
9,2021_16,2021,20.0
33,2021_17,2021,1.0
44,2021_17,2021,2.0
11,2021_17,2021,3.0
16,2021_17,2021,4.0
3,2021_17,2021,5.0
77,2021_17,2021,6.0
55,2021_17,2021,7.0
4,2021_17,2021,8.0
22,2021_17,2021,9.0
5,2021_17,2021,10.0
99,2021_17,2021,11.0
18,2021_17,2021,12.0
7,2021_17,2021,13.0
63,2021_17,2021,14.0
6,2021_17,2021,15.0
47,2021_17,2021,16.0
9,2021_17,2021,17.0
14,2021_17,2021,18.0
31,2021_17,2021,19.0
10,2021_17,2021,20.0
33,2021_18,2021,1.0
44,2021_18,2021,2.0
11,2021_18,2021,3.0
10,2021_18,2021,4.0
16,2021_18,2021,5.0
55,2021_18,2021,6.0
5,2021_18,2021,7.0
7,2021_18,2021,8.0
14,2021_18,2021,9.0
4,2021_18,2021,10.0
99,2021_18,2021,11.0
3,2021_18,2021,12.0
31,2021_18,2021,13.0
18,2021_18,2021,14.0
77,2021_18,2021,15.0
63,2021_18,2021,16.0
6,2021_18,2021,17.0
9,2021_18,2021,18.0
47,2021_18,2021,19.0
22,2021_18,2021,20.0
44,2021_19,2021,1.0
33,2021_19,2021,2.0
77,2021_19,2021,3.0
11,2021_19,2021,4.0
16,2021_19,2021,5.0
55,2021_19,2021,6.0
10,2021_19,2021,7.0
31,2021_19,2021,8.0
14,2021_19,2021,9.0
4,2021_19,2021,10.0
5,2021_19,2021,11.0
7,2021_19,2021,12.0
63,2021_19,2021,13.0
99,2021_19,2021,14.0
22,2021_19,2021,15.0
6,2021_19,2021,16.0
9,2021_19,2021,17.0
47,2021_19,2021,18.0
3,2021_19,2021,19.0
18,2021_19,2021,20.0
44,2021_20,2021,1.0
33,2021_20,2021,2.0
14,2021_20,2021,3.0
11,2021_20,2021,4.0
31,2021_20,2021,5.0
18,2021_20,2021,6.0
55,2021_20,2021,7.0
16,2021_20,2021,8.0
4,2021_20,2021,9.0
5,2021_20,2021,10.0
10,2021_20,2021,11.0
3,2021_20,2021,12.0
22,2021_20,2021,13.0
7,2021_20,2021,14.0
99,2021_20,2021,15.0
47,2021_20,2021,16.0
63,2021_20,2021,17.0
9,2021_20,2021,18.0
6,2021_20,2021,19.0
77,2021_20,2021,20.0
44,2021_21,2021,1.0
33,2021_21,2021,2.0
77,2021_21,2021,3.0
31,2021_21,2021,4.0
3,2021_21,2021,5.0
10,2021_21,2021,6.0
16,2021_21,2021,7.0
55,2021_21,2021,8.0
99,2021_21,2021,9.0
4,2021_21,2021,10.0
18,2021_21,2021,11.0
6,2021_21,2021,12.0
14,2021_21,2021,13.0
22,2021_21,2021,14.0
7,2021_21,2021,15.0
5,2021_21,2021,16.0
11,2021_21,2021,17.0
9,2021_21,2021,18.0
63,2021_21,2021,19.0
47,2021_21,2021,20.0
33,2021_22,2021,1.0
44,2021_22,2021,2.0
55,2021_22,2021,3.0
22,2021_22,2021,4.0
10,2021_22,2021,5.0
77,2021_22,2021,6.0
4,2021_22,2021,7.0
14,2021_22,2021,8.0
31,2021_22,2021,9.0
16,2021_22,2021,10.0
5,2021_22,2021,11.0
3,2021_22,2021,12.0
18,2021_22,2021,13.0
47,2021_22,2021,14.0
11,2021_22,2021,15.0
6,2021_22,2021,16.0
99,2021_22,2021,17.0
63,2021_22,2021,18.0
7,2021_22,2021,19.0
9,2021_22,2021,
16,2022_1,2022,1.0
55,2022_1,2022,2.0
44,2022_1,2022,3.0
63,2022_1,2022,4.0
20,2022_1,2022,5.0
77,2022_1,2022,6.0
31,2022_1,2022,7.0
22,2022_1,2022,8.0
14,2022_1,2022,9.0
24,2022_1,2022,10.0
47,2022_1,2022,11.0
18,2022_1,2022,12.0
23,2022_1,2022,13.0
3,2022_1,2022,14.0
4,2022_1,2022,15.0
6,2022_1,2022,16.0
27,2022_1,2022,17.0
11,2022_1,2022,18.0
1,2022_1,2022,19.0
10,2022_1,2022,20.0
1,2022_2,2022,1.0
16,2022_2,2022,2.0
55,2022_2,2022,3.0
11,2022_2,2022,4.0
63,2022_2,2022,5.0
31,2022_2,2022,6.0
4,2022_2,2022,7.0
10,2022_2,2022,8.0
20,2022_2,2022,9.0
44,2022_2,2022,10.0
24,2022_2,2022,11.0
27,2022_2,2022,12.0
18,2022_2,2022,13.0
23,2022_2,2022,14.0
77,2022_2,2022,15.0
14,2022_2,2022,16.0
3,2022_2,2022,17.0
6,2022_2,2022,18.0
22,2022_2,2022,19.0
47,2022_2,2022,
16,2022_3,2022,1.0
11,2022_3,2022,2.0
63,2022_3,2022,3.0
44,2022_3,2022,4.0
4,2022_3,2022,5.0
3,2022_3,2022,6.0
31,2022_3,2022,7.0
77,2022_3,2022,8.0
10,2022_3,2022,9.0
23,2022_3,2022,10.0
24,2022_3,2022,11.0
18,2022_3,2022,12.0
47,2022_3,2022,13.0
20,2022_3,2022,14.0
22,2022_3,2022,15.0
6,2022_3,2022,16.0
14,2022_3,2022,17.0
1,2022_3,2022,18.0
5,2022_3,2022,19.0
55,2022_3,2022,20.0
1,2022_4,2022,1.0
11,2022_4,2022,2.0
4,2022_4,2022,3.0
63,2022_4,2022,4.0
77,2022_4,2022,5.0
16,2022_4,2022,6.0
22,2022_4,2022,7.0
5,2022_4,2022,8.0
20,2022_4,2022,9.0
18,2022_4,2022,10.0
23,2022_4,2022,11.0
10,2022_4,2022,12.0
44,2022_4,2022,13.0
31,2022_4,2022,14.0
24,2022_4,2022,15.0
6,2022_4,2022,16.0
47,2022_4,2022,17.0
3,2022_4,2022,18.0
14,2022_4,2022,19.0
55,2022_4,2022,20.0
1,2022_5,2022,1.0
16,2022_5,2022,2.0
55,2022_5,2022,3.0
11,2022_5,2022,4.0
63,2022_5,2022,5.0
44,2022_5,2022,6.0
77,2022_5,2022,7.0
31,2022_5,2022,8.0
23,2022_5,2022,9.0
18,2022_5,2022,10.0
14,2022_5,2022,11.0
22,2022_5,2022,12.0
3,2022_5,2022,13.0
6,2022_5,2022,14.0
47,2022_5,2022,15.0
20,2022_5,2022,16.0
5,2022_5,2022,17.0
10,2022_5,2022,18.0
4,2022_5,2022,19.0
24,2022_5,2022,20.0
1,2022_6,2022,1.0
11,2022_6,2022,2.0
63,2022_6,2022,3.0
55,2022_6,2022,4.0
44,2022_6,2022,5.0
77,2022_6,2022,6.0
31,2022_6,2022,7.0
4,2022_6,2022,8.0
14,2022_6,2022,9.0
22,2022_6,2022,10.0
5,2022_6,2022,11.0
3,2022_6,2022,12.0
10,2022_6,2022,13.0
47,2022_6,2022,14.0
18,2022_6,2022,15.0
6,2022_6,2022,16.0
20,2022_6,2022,17.0
23,2022_6,2022,18.0
24,2022_6,2022,19.0
16,2022_6,2022,20.0
11,2022_7,2022,1.0
55,2022_7,2022,2.0
1,2022_7,2022,3.0
16,2022_7,2022,4.0
63,2022_7,2022,5.0
4,2022_7,2022,6.0
14,2022_7,2022,7.0
44,2022_7,2022,8.0
77,2022_7,2022,9.0
5,2022_7,2022,10.0
10,2022_7,2022,11.0
31,2022_7,2022,12.0
3,2022_7,2022,13.0
18,2022_7,2022,14.0
6,2022_7,2022,15.0
24,2022_7,2022,16.0
22,2022_7,2022,17.0
23,2022_7,2022,18.0
47,2022_7,2022,19.0
20,2022_7,2022,20.0
1,2022_8,2022,1.0
11,2022_8,2022,2.0
63,2022_8,2022,3.0
44,2022_8,2022,4.0
10,2022_8,2022,5.0
5,2022_8,2022,6.0
14,2022_8,2022,7.0
3,2022_8,2022,8.0
4,2022_8,2022,9.0
31,2022_8,2022,10.0
77,2022_8,2022,11.0
23,2022_8,2022,12.0
22,2022_8,2022,13.0
47,2022_8,2022,14.0
6,2022_8,2022,15.0
18,2022_8,2022,16.0
20,2022_8,2022,17.0
24,2022_8,2022,18.0
16,2022_8,2022,19.0
55,2022_8,2022,20.0
1,2022_9,2022,1.0
55,2022_9,2022,2.0
44,2022_9,2022,3.0
63,2022_9,2022,4.0
16,2022_9,2022,5.0
31,2022_9,2022,6.0
77,2022_9,2022,7.0
24,2022_9,2022,8.0
14,2022_9,2022,9.0
18,2022_9,2022,10.0
3,2022_9,2022,11.0
5,2022_9,2022,12.0
23,2022_9,2022,13.0
10,2022_9,2022,14.0
4,2022_9,2022,15.0
6,2022_9,2022,16.0
20,2022_9,2022,17.0
22,2022_9,2022,18.0
47,2022_9,2022,19.0
11,2022_9,2022,20.0
55,2022_10,2022,1.0
11,2022_10,2022,2.0
44,2022_10,2022,3.0
16,2022_10,2022,4.0
14,2022_10,2022,5.0
4,2022_10,2022,6.0
1,2022_10,2022,7.0
47,2022_10,2022,8.0
5,2022_10,2022,9.0
20,2022_10,2022,10.0
18,2022_10,2022,11.0
6,2022_10,2022,12.0
3,2022_10,2022,13.0
22,2022_10,2022,14.0
31,2022_10,2022,15.0
10,2022_10,2022,16.0
77,2022_10,2022,17.0
63,2022_10,2022,18.0
24,2022_10,2022,19.0
23,2022_10,2022,20.0
16,2022_11,2022,1.0
1,2022_11,2022,2.0
44,2022_11,2022,3.0
63,2022_11,2022,4.0
31,2022_11,2022,5.0
47,2022_11,2022,6.0
4,2022_11,2022,7.0
20,2022_11,2022,8.0
3,2022_11,2022,9.0
14,2022_11,2022,10.0
77,2022_11,2022,11.0
23,2022_11,2022,12.0
18,2022_11,2022,13.0
24,2022_11,2022,14.0
10,2022_11,2022,15.0
22,2022_11,2022,16.0
5,2022_11,2022,17.0
55,2022_11,2022,18.0
6,2022_11,2022,19.0
11,2022_11,2022,20.0
1,2022_12,2022,1.0
44,2022_12,2022,2.0
63,2022_12,2022,3.0
11,2022_12,2022,4.0
55,2022_12,2022,5.0
14,2022_12,2022,6.0
4,2022_12,2022,7.0
31,2022_12,2022,8.0
3,2022_12,2022,9.0
18,2022_12,2022,10.0
5,2022_12,2022,11.0
10,2022_12,2022,12.0
23,2022_12,2022,13.0
77,2022_12,2022,14.0
47,2022_12,2022,15.0
24,2022_12,2022,16.0
6,2022_12,2022,17.0
20,2022_12,2022,18.0
16,2022_12,2022,19.0
22,2022_12,2022,20.0
1,2022_13,2022,1.0
44,2022_13,2022,2.0
63,2022_13,2022,3.0
55,2022_13,2022,4.0
11,2022_13,2022,5.0
16,2022_13,2022,6.0
4,2022_13,2022,7.0
14,2022_13,2022,8.0
31,2022_13,2022,9.0
5,2022_13,2022,10.0
18,2022_13,2022,11.0
10,2022_13,2022,12.0
24,2022_13,2022,13.0
47,2022_13,2022,14.0
3,2022_13,2022,15.0
20,2022_13,2022,16.0
23,2022_13,2022,17.0
6,2022_13,2022,18.0
22,2022_13,2022,19.0
77,2022_13,2022,20.0
1,2022_14,2022,1.0
11,2022_14,2022,2.0
55,2022_14,2022,3.0
63,2022_14,2022,4.0
14,2022_14,2022,5.0
16,2022_14,2022,6.0
31,2022_14,2022,7.0
5,2022_14,2022,8.0
10,2022_14,2022,9.0
23,2022_14,2022,10.0
18,2022_14,2022,11.0
4,2022_14,2022,12.0
22,2022_14,2022,13.0
24,2022_14,2022,14.0
3,2022_14,2022,15.0
20,2022_14,2022,16.0
47,2022_14,2022,17.0
6,2022_14,2022,18.0
77,2022_14,2022,19.0
44,2022_14,2022,20.0
1,2022_15,2022,1.0
63,2022_15,2022,2.0
16,2022_15,2022,3.0
44,2022_15,2022,4.0
11,2022_15,2022,5.0
14,2022_15,2022,6.0
4,2022_15,2022,7.0
55,2022_15,2022,8.0
31,2022_15,2022,9.0
18,2022_15,2022,10.0
10,2022_15,2022,11.0
23,2022_15,2022,12.0
47,2022_15,2022,13.0
5,2022_15,2022,14.0
20,2022_15,2022,15.0
24,2022_15,2022,16.0
3,2022_15,2022,17.0
6,2022_15,2022,18.0
77,2022_15,2022,19.0
22,2022_15,2022,20.0
1,2022_16,2022,1.0
16,2022_16,2022,2.0
63,2022_16,2022,3.0
55,2022_16,2022,4.0
44,2022_16,2022,5.0
11,2022_16,2022,6.0
4,2022_16,2022,7.0
10,2022_16,2022,8.0
45,2022_16,2022,9.0
24,2022_16,2022,10.0
31,2022_16,2022,11.0
47,2022_16,2022,12.0
77,2022_16,2022,13.0
22,2022_16,2022,14.0
6,2022_16,2022,15.0
20,2022_16,2022,16.0
3,2022_16,2022,17.0
18,2022_16,2022,18.0
14,2022_16,2022,19.0
5,2022_16,2022,20.0
11,2022_17,2022,1.0
16,2022_17,2022,2.0
55,2022_17,2022,3.0
4,2022_17,2022,4.0
3,2022_17,2022,5.0
18,2022_17,2022,6.0
1,2022_17,2022,7.0
5,2022_17,2022,8.0
44,2022_17,2022,9.0
10,2022_17,2022,10.0
77,2022_17,2022,11.0
20,2022_17,2022,12.0
47,2022_17,2022,13.0
63,2022_17,2022,14.0
22,2022_17,2022,15.0
31,2022_17,2022,16.0
23,2022_17,2022,17.0
14,2022_17,2022,18.0
6,2022_17,2022,19.0
24,2022_17,2022,20.0
1,2022_18,2022,1.0
11,2022_18,2022,2.0
16,2022_18,2022,3.0
31,2022_18,2022,4.0
44,2022_18,2022,5.0
5,2022_18,2022,6.0
14,2022_18,2022,7.0
63,2022_18,2022,8.0
6,2022_18,2022,9.0
4,2022_18,2022,10.0
3,2022_18,2022,11.0
18,2022_18,2022,12.0
22,2022_18,2022,13.0
20,2022_18,2022,14.0
77,2022_18,2022,15.0
24,2022_18,2022,16.0
47,2022_18,2022,17.0
10,2022_18,2022,18.0
55,2022_18,2022,19.0
23,2022_18,2022,20.0
1,2022_19,2022,1.0
44,2022_19,2022,2.0
16,2022_19,2022,3.0
11,2022_19,2022,4.0
63,2022_19,2022,5.0
4,2022_19,2022,6.0
14,2022_19,2022,7.0
5,2022_19,2022,8.0
20,2022_19,2022,9.0
22,2022_19,2022,10.0
31,2022_19,2022,11.0
24,2022_19,2022,12.0
23,2022_19,2022,13.0
10,2022_19,2022,14.0
47,2022_19,2022,15.0
3,2022_19,2022,16.0
6,2022_19,2022,17.0
18,2022_19,2022,18.0
77,2022_19,2022,19.0
55,2022_19,2022,20.0
1,2022_20,2022,1.0
44,2022_20,2022,2.0
11,2022_20,2022,3.0
63,2022_20,2022,4.0
55,2022_20,2022,5.0
16,2022_20,2022,6.0
3,2022_20,2022,7.0
31,2022_20,2022,8.0
4,2022_20,2022,9.0
77,2022_20,2022,10.0
10,2022_20,2022,11.0
23,2022_20,2022,12.0
24,2022_20,2022,13.0
5,2022_20,2022,14.0
18,2022_20,2022,15.0
47,2022_20,2022,16.0
20,2022_20,2022,17.0
6,2022_20,2022,18.0
14,2022_20,2022,19.0
22,2022_20,2022,20.0
63,2022_21,2022,1.0
44,2022_21,2022,2.0
55,2022_21,2022,3.0
16,2022_21,2022,4.0
14,2022_21,2022,5.0
1,2022_21,2022,6.0
11,2022_21,2022,7.0
31,2022_21,2022,8.0
77,2022_21,2022,9.0
18,2022_21,2022,10.0
5,2022_21,2022,11.0
24,2022_21,2022,12.0
47,2022_21,2022,13.0
10,2022_21,2022,14.0
23,2022_21,2022,15.0
6,2022_21,2022,16.0
22,2022_21,2022,17.0
4,2022_21,2022,18.0
20,2022_21,2022,19.0
3,2022_21,2022,20.0
1,2022_22,2022,1.0
16,2022_22,2022,2.0
11,2022_22,2022,3.0
55,2022_22,2022,4.0
63,2022_22,2022,5.0
4,2022_22,2022,6.0
31,2022_22,2022,7.0
18,2022_22,2022,8.0
3,2022_22,2022,9.0
5,2022_22,2022,10.0
22,2022_22,2022,11.0
24,2022_22,2022,12.0
23,2022_22,2022,13.0
10,2022_22,2022,14.0
77,2022_22,2022,15.0
47,2022_22,2022,16.0
20,2022_22,2022,17.0
44,2022_22,2022,18.0
6,2022_22,2022,19.0
14,2022_22,2022,20.0
1,2023_1,2023,1.0
11,2023_1,2023,2.0
14,2023_1,2023,3.0
55,2023_1,2023,4.0
44,2023_1,2023,5.0
18,2023_1,2023,6.0
63,2023_1,2023,7.0
77,2023_1,2023,8.0
10,2023_1,2023,9.0
23,2023_1,2023,10.0
22,2023_1,2023,11.0
2,2023_1,2023,12.0
20,2023_1,2023,13.0
21,2023_1,2023,14.0
27,2023_1,2023,15.0
24,2023_1,2023,16.0
4,2023_1,2023,17.0
31,2023_1,2023,18.0
16,2023_1,2023,19.0
81,2023_1,2023,20.0
11,2023_2,2023,1.0
1,2023_2,2023,2.0
14,2023_2,2023,3.0
63,2023_2,2023,4.0
44,2023_2,2023,5.0
55,2023_2,2023,6.0
16,2023_2,2023,7.0
31,2023_2,2023,8.0
10,2023_2,2023,9.0
20,2023_2,2023,10.0
22,2023_2,2023,11.0
27,2023_2,2023,12.0
24,2023_2,2023,13.0
21,2023_2,2023,14.0
81,2023_2,2023,15.0
2,2023_2,2023,16.0
4,2023_2,2023,17.0
77,2023_2,2023,18.0
23,2023_2,2023,19.0
18,2023_2,2023,20.0
1,2023_3,2023,1.0
44,2023_3,2023,2.0
14,2023_3,2023,3.0
18,2023_3,2023,4.0
11,2023_3,2023,5.0
4,2023_3,2023,6.0
27,2023_3,2023,7.0
81,2023_3,2023,8.0
24,2023_3,2023,9.0
22,2023_3,2023,10.0
77,2023_3,2023,11.0
55,2023_3,2023,12.0
10,2023_3,2023,13.0
31,2023_3,2023,14.0
21,2023_3,2023,15.0
2,2023_3,2023,16.0
20,2023_3,2023,17.0
63,2023_3,2023,18.0
23,2023_3,2023,19.0
16,2023_3,2023,20.0
11,2023_4,2023,1.0
1,2023_4,2023,2.0
16,2023_4,2023,3.0
14,2023_4,2023,4.0
55,2023_4,2023,5.0
44,2023_4,2023,6.0
18,2023_4,2023,7.0
63,2023_4,2023,8.0
4,2023_4,2023,9.0
22,2023_4,2023,10.0
81,2023_4,2023,11.0
23,2023_4,2023,12.0
20,2023_4,2023,13.0
10,2023_4,2023,14.0
31,2023_4,2023,15.0
2,2023_4,2023,16.0
27,2023_4,2023,17.0
77,2023_4,2023,18.0
24,2023_4,2023,19.0
21,2023_4,2023,20.0
1,2023_5,2023,1.0
11,2023_5,2023,2.0
14,2023_5,2023,3.0
63,2023_5,2023,4.0
55,2023_5,2023,5.0
44,2023_5,2023,6.0
16,2023_5,2023,7.0
10,2023_5,2023,8.0
31,2023_5,2023,9.0
20,2023_5,2023,10.0
22,2023_5,2023,11.0
18,2023_5,2023,12.0
77,2023_5,2023,13.0
23,2023_5,2023,14.0
27,2023_5,2023,15.0
24,2023_5,2023,16.0
4,2023_5,2023,17.0
21,2023_5,2023,18.0
81,2023_5,2023,19.0
2,2023_5,2023,20.0
1,2023_6,2023,1.0
14,2023_6,2023,2.0
31,2023_6,2023,3.0
44,2023_6,2023,4.0
63,2023_6,2023,5.0
16,2023_6,2023,6.0
10,2023_6,2023,7.0
55,2023_6,2023,8.0
4,2023_6,2023,9.0
81,2023_6,2023,10.0
77,2023_6,2023,11.0
21,2023_6,2023,12.0
24,2023_6,2023,13.0
23,2023_6,2023,14.0
22,2023_6,2023,15.0
11,2023_6,2023,16.0
27,2023_6,2023,17.0
2,2023_6,2023,18.0
20,2023_6,2023,19.0
18,2023_6,2023,20.0
1,2023_7,2023,1.0
44,2023_7,2023,2.0
63,2023_7,2023,3.0
11,2023_7,2023,4.0
55,2023_7,2023,5.0
18,2023_7,2023,6.0
14,2023_7,2023,7.0
31,2023_7,2023,8.0
24,2023_7,2023,9.0
10,2023_7,2023,10.0
16,2023_7,2023,11.0
22,2023_7,2023,12.0
81,2023_7,2023,13.0
21,2023_7,2023,14.0
27,2023_7,2023,15.0
23,2023_7,2023,16.0
4,2023_7,2023,17.0
20,2023_7,2023,18.0
77,2023_7,2023,19.0
2,2023_7,2023,20.0
1,2023_8,2023,1.0
14,2023_8,2023,2.0
44,2023_8,2023,3.0
16,2023_8,2023,4.0
55,2023_8,2023,5.0
11,2023_8,2023,6.0
23,2023_8,2023,7.0
31,2023_8,2023,8.0
18,2023_8,2023,9.0
77,2023_8,2023,10.0
81,2023_8,2023,11.0
10,2023_8,2023,12.0
4,2023_8,2023,13.0
22,2023_8,2023,14.0
27,2023_8,2023,15.0
24,2023_8,2023,16.0
20,2023_8,2023,17.0
21,2023_8,2023,18.0
63,2023_8,2023,19.0
2,2023_8,2023,20.0
1,2023_9,2023,1.0
16,2023_9,2023,2.0
11,2023_9,2023,3.0
4,2023_9,2023,4.0
14,2023_9,2023,5.0
55,2023_9,2023,6.0
63,2023_9,2023,7.0
44,2023_9,2023,8.0
18,2023_9,2023,9.0
10,2023_9,2023,10.0
23,2023_9,2023,11.0
24,2023_9,2023,12.0
2,2023_9,2023,13.0
31,2023_9,2023,14.0
77,2023_9,2023,15.0
81,2023_9,2023,16.0
21,2023_9,2023,17.0
20,2023_9,2023,18.0
22,2023_9,2023,19.0
27,2023_9,2023,20.0
1,2023_10,2023,1.0
4,2023_10,2023,2.0
44,2023_10,2023,3.0
81,2023_10,2023,4.0
63,2023_10,2023,5.0
11,2023_10,2023,6.0
14,2023_10,2023,7.0
23,2023_10,2023,8.0
16,2023_10,2023,9.0
55,2023_10,2023,10.0
2,2023_10,2023,11.0
77,2023_10,2023,12.0
27,2023_10,2023,13.0
18,2023_10,2023,14.0
24,2023_10,2023,15.0
22,2023_10,2023,16.0
21,2023_10,2023,17.0
10,2023_10,2023,18.0
20,2023_10,2023,19.0
31,2023_10,2023,20.0
1,2023_11,2023,1.0
4,2023_11,2023,2.0
11,2023_11,2023,3.0
44,2023_11,2023,4.0
81,2023_11,2023,5.0
63,2023_11,2023,6.0
16,2023_11,2023,7.0
55,2023_11,2023,8.0
14,2023_11,2023,9.0
18,2023_11,2023,10.0
23,2023_11,2023,11.0
77,2023_11,2023,12.0
3,2023_11,2023,13.0
27,2023_11,2023,14.0
22,2023_11,2023,15.0
24,2023_11,2023,16.0
20,2023_11,2023,17.0
2,2023_11,2023,18.0
31,2023_11,2023,19.0
10,2023_11,2023,20.0
1,2023_12,2023,1.0
11,2023_12,2023,2.0
16,2023_12,2023,3.0
44,2023_12,2023,4.0
14,2023_12,2023,5.0
63,2023_12,2023,6.0
4,2023_12,2023,7.0
31,2023_12,2023,8.0
18,2023_12,2023,9.0
22,2023_12,2023,10.0
10,2023_12,2023,11.0
77,2023_12,2023,12.0
24,2023_12,2023,13.0
23,2023_12,2023,14.0
20,2023_12,2023,15.0
3,2023_12,2023,16.0
2,2023_12,2023,17.0
27,2023_12,2023,18.0
55,2023_12,2023,19.0
81,2023_12,2023,20.0
1,2023_13,2023,1.0
14,2023_13,2023,2.0
10,2023_13,2023,3.0
11,2023_13,2023,4.0
55,2023_13,2023,5.0
44,2023_13,2023,6.0
4,2023_13,2023,7.0
23,2023_13,2023,8.0
81,2023_13,2023,9.0
31,2023_13,2023,10.0
18,2023_13,2023,11.0
27,2023_13,2023,12.0
40,2023_13,2023,13.0
77,2023_13,2023,14.0
22,2023_13,2023,15.0
20,2023_13,2023,16.0
63,2023_13,2023,17.0
24,2023_13,2023,18.0
16,2023_13,2023,19.0
2,2023_13,2023,20.0
1,2023_14,2023,1.0
11,2023_14,2023,2.0
55,2023_14,2023,3.0
16,2023_14,2023,4.0
63,2023_14,2023,5.0
44,2023_14,2023,6.0
23,2023_14,2023,7.0
4,2023_14,2023,8.0
14,2023_14,2023,9.0
77,2023_14,2023,10.0
40,2023_14,2023,11.0
81,2023_14,2023,12.0
2,2023_14,2023,13.0
24,2023_14,2023,14.0
10,2023_14,2023,15.0
18,2023_14,2023,16.0
27,2023_14,2023,17.0
20,2023_14,2023,18.0
31,2023_14,2023,19.0
22,2023_14,2023,20.0
55,2023_15,2023,1.0
4,2023_15,2023,2.0
44,2023_15,2023,3.0
16,2023_15,2023,4.0
1,2023_15,2023,5.0
10,2023_15,2023,6.0
81,2023_15,2023,7.0
11,2023_15,2023,8.0
40,2023_15,2023,9.0
20,2023_15,2023,10.0
23,2023_15,2023,11.0
24,2023_15,2023,12.0
27,2023_15,2023,13.0
2,2023_15,2023,14.0
14,2023_15,2023,15.0
63,2023_15,2023,16.0
77,2023_15,2023,17.0
31,2023_15,2023,18.0
22,2023_15,2023,19.0
18,2023_15,2023,
1,2023_16,2023,1.0
4,2023_16,2023,2.0
81,2023_16,2023,3.0
16,2023_16,2023,4.0
44,2023_16,2023,5.0
55,2023_16,2023,6.0
63,2023_16,2023,7.0
14,2023_16,2023,8.0
31,2023_16,2023,9.0
10,2023_16,2023,10.0
40,2023_16,2023,11.0
22,2023_16,2023,12.0
24,2023_16,2023,13.0
27,2023_16,2023,14.0
20,2023_16,2023,15.0
23,2023_16,2023,16.0
2,2023_16,2023,17.0
18,2023_16,2023,18.0
11,2023_16,2023,19.0
77,2023_16,2023,20.0
1,2023_17,2023,1.0
81,2023_17,2023,2.0
4,2023_17,2023,3.0
63,2023_17,2023,4.0
16,2023_17,2023,5.0
14,2023_17,2023,6.0
31,2023_17,2023,7.0
77,2023_17,2023,8.0
24,2023_17,2023,9.0
11,2023_17,2023,10.0
18,2023_17,2023,11.0
10,2023_17,2023,12.0
23,2023_17,2023,13.0
20,2023_17,2023,14.0
22,2023_17,2023,15.0
27,2023_17,2023,16.0
40,2023_17,2023,17.0
2,2023_17,2023,18.0
44,2023_17,2023,19.0
55,2023_17,2023,20.0
1,2023_18,2023,1.0
4,2023_18,2023,2.0
55,2023_18,2023,3.0
11,2023_18,2023,4.0
63,2023_18,2023,5.0
10,2023_18,2023,6.0
18,2023_18,2023,7.0
22,2023_18,2023,8.0
23,2023_18,2023,9.0
2,2023_18,2023,10.0
27,2023_18,2023,11.0
77,2023_18,2023,12.0
24,2023_18,2023,13.0
20,2023_18,2023,14.0
3,2023_18,2023,15.0
14,2023_18,2023,16.0
